link|autor
https://rebep.org.br/revista/article/view/960|Marina Atanaka
https://rebep.org.br/revista/article/view/961|Laura L. Rodríguez Wong
https://rebep.org.br/revista/article/view/962|Marden Barbosa de Campos
https://rebep.org.br/revista/article/view/962|Bárbara Roberto Estanislau
https://rebep.org.br/revista/article/view/963|Rosanna Dent
https://rebep.org.br/revista/article/view/964|Santiago J. Molina
https://rebep.org.br/revista/article/view/968|Luciene Aparecida Ferreira de Barros Longo
https://rebep.org.br/revista/article/view/968|Luciane Ouriques Ferreira
https://rebep.org.br/revista/article/view/968|Marta Maria do Amaral Azevedo
https://rebep.org.br/revista/article/view/970|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/971|Ricardo Ventura Santos
https://rebep.org.br/revista/article/view/983|Carlos de Almeida Prado Bacellar
https://rebep.org.br/revista/article/view/985|Pedro Henrique de Castro Simões
https://rebep.org.br/revista/article/view/985|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/985|Pedro Luis do Nascimento Silva
https://rebep.org.br/revista/article/view/986|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/992|Luiz Carlos Day Gama
https://rebep.org.br/revista/article/view/992|Ana Maria Hermeto
https://rebep.org.br/revista/article/view/1001|Carlos Lobo
https://rebep.org.br/revista/article/view/1001|Leandro Cardoso
https://rebep.org.br/revista/article/view/1001|Ivânia Linhares de Almeida
https://rebep.org.br/revista/article/view/1001|Ricardo Alexandrino Garcia
https://rebep.org.br/revista/article/view/1003|Roberta Giannubilo Stumpf
https://rebep.org.br/revista/article/view/1004|Sérgio Odilon Nadalin
https://rebep.org.br/revista/article/view/1004|Dario Scott
https://rebep.org.br/revista/article/view/1006|Luciano Costa Gomes
https://rebep.org.br/revista/article/view/1009|Antonia da Silva Mota
https://rebep.org.br/revista/article/view/1009|Maísa Faleiros da Cunha
https://rebep.org.br/revista/article/view/1012|Dayane Julia Carvalho Dias
https://rebep.org.br/revista/article/view/1012|Carmen Margarida Oliveira Alveal
https://rebep.org.br/revista/article/view/1016|Luciana Conceição de Lima
https://rebep.org.br/revista/article/view/1016|Dayane Julia Carvalho Dias
https://rebep.org.br/revista/article/view/1016|Luana Junqueira Dias Myrrha
https://rebep.org.br/revista/article/view/1017|André Augusto da Fonseca
https://rebep.org.br/revista/article/view/1020|Paulo Teodoro Matos
https://rebep.org.br/revista/article/view/1027|Ana Silvia Volpi Scott
https://rebep.org.br/revista/article/view/1028|Álvaro de Oliveira D'Antona
https://rebep.org.br/revista/article/view/1030|Paulo Eduardo Teixeira
https://rebep.org.br/revista/article/view/1031|Dario Scott
https://rebep.org.br/revista/article/view/1034|Roberta Guerra Rosemback
https://rebep.org.br/revista/article/view/1034|José Irineu Rangel Rigotti
https://rebep.org.br/revista/article/view/1034|Flávia da Fonseca Feitosa
https://rebep.org.br/revista/article/view/1034|Antônio Miguel Vieira Monteiro
https://rebep.org.br/revista/article/view/1049|Lúcia Helena Pereira da Silva
https://rebep.org.br/revista/article/view/1050|Catarina Reis Oliveira
https://rebep.org.br/revista/article/view/1050|João Peixoto
https://rebep.org.br/revista/article/view/1050|Pedro Góis
https://rebep.org.br/revista/article/view/1055|Duval Fernandes
https://rebep.org.br/revista/article/view/1055|Andressa Virgínia de Faria
https://rebep.org.br/revista/article/view/1073|Gilvan Ramalho Guedes
https://rebep.org.br/revista/article/view/1073|Alisson Barbieri
https://rebep.org.br/revista/article/view/1073|Reinaldo Santos
https://rebep.org.br/revista/article/view/1073|Vanessa Ferreira
https://rebep.org.br/revista/article/view/1075|Maísa Faleiros Cunha
https://rebep.org.br/revista/article/view/1076|Maria Silvia Casagrande Beozzo Bassanezi
https://rebep.org.br/revista/article/view/1082|Antonio Tadeu Ribeiro de Oliveira
https://rebep.org.br/revista/article/view/1083|Luiz Antonio de Castro Santos
https://rebep.org.br/revista/article/view/1083|Lina Faria
https://rebep.org.br/revista/article/view/1083|Rafael Andrés Patiño
https://rebep.org.br/revista/article/view/1086|Massimo Livi Bacci
https://rebep.org.br/revista/article/view/1096|Simone Wajnman
https://rebep.org.br/revista/article/view/1097|Gisela P. Zapata
https://rebep.org.br/revista/article/view/1097|Gilvan Guedes
https://rebep.org.br/revista/article/view/1102|Marden Campos
https://rebep.org.br/revista/article/view/1103|Svetlana Ruseishvili
https://rebep.org.br/revista/article/view/1106|Vanessa Gapriotti Nadalin
https://rebep.org.br/revista/article/view/1106|Bernardo Alves Furtado
https://rebep.org.br/revista/article/view/1106|Matheus Rabetti
https://rebep.org.br/revista/article/view/1113|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/1113|Andre Braz Golgher
https://rebep.org.br/revista/article/view/1130|Rafael Mesquita Pereira
https://rebep.org.br/revista/article/view/1130|Maria Cristina Galvão
https://rebep.org.br/revista/article/view/1130|Henrique dos Santos Maxir
https://rebep.org.br/revista/article/view/1136|Angelita Alves de Carvalho
https://rebep.org.br/revista/article/view/1136|Laura Rodriguez Wong
https://rebep.org.br/revista/article/view/1136|Paula Miranda-Ribeiro
https://rebep.org.br/revista/article/view/1140|Lucas Campos Amaro
https://rebep.org.br/revista/article/view/1140|Luís Eduardo Afonso
https://rebep.org.br/revista/article/view/1147|Daniela Mía Campos Ugaz
https://rebep.org.br/revista/article/view/1150|Carola Leticia Bertone
https://rebep.org.br/revista/article/view/1150|Víctor Eduardo Torres
https://rebep.org.br/revista/article/view/1150|Marcos Javier Andrada
https://rebep.org.br/revista/article/view/1152|Emerson Augusto Baptista
https://rebep.org.br/revista/article/view/1152|Bernardo Lanza Queiroz
https://rebep.org.br/revista/article/view/1152|José Irineu Rangel Rigotti
https://rebep.org.br/revista/article/view/1160|Simone Wajnman
https://rebep.org.br/revista/article/view/1161|Ana Silvia Volpi Scott
https://rebep.org.br/revista/article/view/1161|Paulo Teodoro de Matos
https://rebep.org.br/revista/article/view/1170|Bernardo Lanza Queiroz
https://rebep.org.br/revista/article/view/1170|Nicolas Sacco
https://rebep.org.br/revista/article/view/1172|Maria Izilda Santos Matos
https://rebep.org.br/revista/article/view/1172|Oswaldo Truzzi
https://rebep.org.br/revista/article/view/1172|Carla Fernandes Conceição
https://rebep.org.br/revista/article/view/1174|Felipe dos Santos Martins
https://rebep.org.br/revista/article/view/1174|Danielle Carusi Machado
https://rebep.org.br/revista/article/view/1180|Nicolás Sacco
https://rebep.org.br/revista/article/view/1180|Gabriel Borges
https://rebep.org.br/revista/article/view/1181|Paulo de Martino Jannuzzi
https://rebep.org.br/revista/article/view/1189|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/1189|Guilherme Quaresma Gonçalves
https://rebep.org.br/revista/article/view/1189|Luciano Gonçalves de Castro e Silva
https://rebep.org.br/revista/article/view/1215|Jeronimo Oliveira Muniz
https://rebep.org.br/revista/article/view/1219|Bráulio Figueiredo Alves Silva
https://rebep.org.br/revista/article/view/1219|Bernardo Lanza Queiroz
https://rebep.org.br/revista/article/view/1219|Frederico Couto Marinho
https://rebep.org.br/revista/article/view/1219|Fabiano Neves Alves Pereira
https://rebep.org.br/revista/article/view/1219|Pedro Cisalpino
https://rebep.org.br/revista/article/view/1220|Luiza Veloso Dutra
https://rebep.org.br/revista/article/view/1220|Dayane de Castro Morais
https://rebep.org.br/revista/article/view/1220|Ricardo Henrique Silva Santos
https://rebep.org.br/revista/article/view/1220|Sylvia do Carmo Castro Franceschini
https://rebep.org.br/revista/article/view/1220|Silvia Eloiza Priore
https://rebep.org.br/revista/article/view/1242|Sarah Anne Reynolds
https://rebep.org.br/revista/article/view/1243|Claudio Santiago Dias Jr
https://rebep.org.br/revista/article/view/1243|Ana Paula Verona
https://rebep.org.br/revista/article/view/1252|Renata Maciel Ribeiro
https://rebep.org.br/revista/article/view/1252|Silvana Amaral
https://rebep.org.br/revista/article/view/1252|Antônio Miguel Vieira Monteiro
https://rebep.org.br/revista/article/view/1252|Ana Paula Dal'Asta
https://rebep.org.br/revista/article/view/1254|Helena Nobre de Oliveira
https://rebep.org.br/revista/article/view/1254|César Augusto Marques da Silva
https://rebep.org.br/revista/article/view/1254|Antonio Tadeu Ribeiro de Oliveira
https://rebep.org.br/revista/article/view/1255|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/1255|Járvis Campos
https://rebep.org.br/revista/article/view/1255|José Irineu Rangel Rigotti
https://rebep.org.br/revista/article/view/1255|Breno Aloísio Torres Duarte de Pinho
https://rebep.org.br/revista/article/view/1265|Reinaldo Onofre Santos
https://rebep.org.br/revista/article/view/1265|Guilherme Quaresma Gonçalves
https://rebep.org.br/revista/article/view/1271|Samara Lauar Santos
https://rebep.org.br/revista/article/view/1271|Cássio Turra
https://rebep.org.br/revista/article/view/1271|Kenya Noronha
https://rebep.org.br/revista/article/view/1280|Ana Luiza Neves de Holanda Barbosa
https://rebep.org.br/revista/article/view/1286|Julia Sbroglio Rizzotto
https://rebep.org.br/revista/article/view/1286|Marco Tulio Aniceto França
https://rebep.org.br/revista/article/view/1286|Gustavo Saraiva Frio
https://rebep.org.br/revista/article/view/1289|Marco Aurélio Machado de Oliveira
https://rebep.org.br/revista/article/view/1295|Sérgio Odilon Nadalin
https://rebep.org.br/revista/article/view/1299|Matheus Alves Albino
https://rebep.org.br/revista/article/view/1299|Renato Leite Marcondes
https://rebep.org.br/revista/article/view/1303|Flavia Maria Galizoni
https://rebep.org.br/revista/article/view/1303|Eduardo Magalhães Ribeiro
https://rebep.org.br/revista/article/view/1307|Gilvan Teles Barroso Junior
https://rebep.org.br/revista/article/view/1307|Ana Carolina Soares Bertho
https://rebep.org.br/revista/article/view/1307|Alinne de Carvalho Veiga
https://rebep.org.br/revista/article/view/1317|George Martine
https://rebep.org.br/revista/article/view/1317|Jose Eustaquio Alves
https://rebep.org.br/revista/article/view/1328|Maria Silvia Beozzo Bassanezi
https://rebep.org.br/revista/article/view/1328|Maisa Faleiros Cunha
https://rebep.org.br/revista/article/view/1339|Camila Fernanda Bassetto
https://rebep.org.br/revista/article/view/1349|Cristina Donza Cancela
https://rebep.org.br/revista/article/view/1351|Ernesto Friedrich de Lima Amaral
https://rebep.org.br/revista/article/view/1351|Camilo Vladimir de Lima Amaral
https://rebep.org.br/revista/article/view/1352|Rodrigo Coelho de Carvalho
https://rebep.org.br/revista/article/view/1352|Elin Charles-Edwards
https://rebep.org.br/revista/article/view/1354|Claudia Ayer Noronha
https://rebep.org.br/revista/article/view/1354|Elaine Vilela
https://rebep.org.br/revista/article/view/1354|Marden Campos
https://rebep.org.br/revista/article/view/1357|Simone Wajnman
https://rebep.org.br/revista/article/view/1358|Gilvan Guedes
https://rebep.org.br/revista/article/view/1359|Simone Wajnman
https://rebep.org.br/revista/article/view/1362|Caroline Carvalho
https://rebep.org.br/revista/article/view/1362|Guilherme Irffi
https://rebep.org.br/revista/article/view/1364|Adriana Miranda-Ribeiro
https://rebep.org.br/revista/article/view/1364|Ricardo Alexandrino Garcia
https://rebep.org.br/revista/article/view/1364|Tereza Cristina de Azevedo Bernardes Faria
https://rebep.org.br/revista/article/view/1373|Oswaldo Truzzi
https://rebep.org.br/revista/article/view/1380|Ricardo Neupert
https://rebep.org.br/revista/article/view/1380|Rogelio Eduardo Fernandez Menjivar
https://rebep.org.br/revista/article/view/1380|Rogelio Eduardo Fernandez Castilla
https://rebep.org.br/revista/article/view/1382|Graciele Pereira Guedes
https://rebep.org.br/revista/article/view/1382|Elisa Monçores
https://rebep.org.br/revista/article/view/1389|Leonardo Souza Silveira
https://rebep.org.br/revista/article/view/1389|Maria Carolina Tomas
https://rebep.org.br/revista/article/view/1418|Janaína Guiginski
https://rebep.org.br/revista/article/view/1418|Simone Wajnman
https://rebep.org.br/revista/article/view/1432|Clauber Scherer
https://rebep.org.br/revista/article/view/1432|Pedro Vasconcelos Maia do Amaral
https://rebep.org.br/revista/article/view/1432|David Folch
https://rebep.org.br/revista/article/view/1435|Andrea Branco Simão
https://rebep.org.br/revista/article/view/1443|Reinaldo Onofre Santos
https://rebep.org.br/revista/article/view/1443|Alisson Flávio Barbieri
https://rebep.org.br/revista/article/view/1450|Pamila Cristina Lima Siviero
https://rebep.org.br/revista/article/view/1450|Larissa  Gonçalves de Souza
https://rebep.org.br/revista/article/view/1450|Carla  Jorge Machado
https://rebep.org.br/revista/article/view/1458|Monica Viegas Andrade
https://rebep.org.br/revista/article/view/1458|Kenya Noronha
https://rebep.org.br/revista/article/view/1458|Cláudia  Di Lorenzo Oliveira
https://rebep.org.br/revista/article/view/1458|Clareci Silva Cardoso
https://rebep.org.br/revista/article/view/1458|Júlia Almeida Calazans
https://rebep.org.br/revista/article/view/1458|Nayara Abreu Julião
https://rebep.org.br/revista/article/view/1458|Aline de Souza
https://rebep.org.br/revista/article/view/1458|Patrícia  Aguiar Tavares
https://rebep.org.br/revista/article/view/1461|Guilherme Quaresma Gonçalves
https://rebep.org.br/revista/article/view/1461|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/1461|Laura Lídia  Rodríguez Wong
https://rebep.org.br/revista/article/view/1461|Cássio Maldonado Turra
https://rebep.org.br/revista/article/view/1462|Larissa Giardini Simões
https://rebep.org.br/revista/article/view/1462|Ana Maria Hermeto
https://rebep.org.br/revista/article/view/1464|Andrea Fernand Jubithana
https://rebep.org.br/revista/article/view/1464|Bernardo Lanza Queiroz
https://rebep.org.br/revista/article/view/1473|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/1474|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/1474|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/1479|Donald Sawyer
https://rebep.org.br/revista/article/view/1490|Flávia  Rodrigues de Castro
https://rebep.org.br/revista/article/view/1490|Carolina Moulin
https://rebep.org.br/revista/article/view/1492|Pamila Cristina Lima Siviero
https://rebep.org.br/revista/article/view/1500|George Martine
https://rebep.org.br/revista/article/view/1501|Richarlls Martins
https://rebep.org.br/revista/article/view/1543|Paula Miranda-Ribeiro
