"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "Vinicius Gaspar Garcia, Alexandre Gori Maia" "395-418" "Artigos originais" "Características da participação das pessoas com deficiência e/ou limitação funcional no mercado de trabalho brasileiro"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "Luciana Castaneda, Shamyr Sulyvan de Castro, Ligia Bahia" "419-429" "Artigos originais" "Construtos de incapacidade presentes na Pesquisa Nacional por Amostra de Domicílio (PNAD): uma análise baseada na Classificação Internacional de Funcionalidade, Incapacidade e Saúde (CIF)"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "Pablo Sebastián Gómez, Eduardo Bologna" "431-451" "Artigos originais" "Pobreza e remessas internacionais Sul-Sul no Paraguai"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "Ricardo Antunes Dantas de Oliveira" "453-469" "Artigos originais" "Referenciais teóricos da migração internacional e a questão da mobilidade espacial dos cortadores de cana"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "Elza S. Berquó, Suzana M. Cavenaghi" "471-482" "Notas de pesquisa" "Notas sobre os diferenciais educacionais e econômicos da fecundidade no Brasil"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "César Marques" "483-489" "Resenha" "As permanências dos desafios ambientais nos espaços urbanos"
"https://rebep.org.br/revista/issue/view/56" "v. 31 n. 2 (2014)" "José Eustáquio Diniz Alves, Miguel Antônio Pinho Bruno" "491-498" "Resenha" "Crescimento demoeconômico e desigualdade no século XXI"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Suzana Cavenaghi" "3-6" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Nilton Cezar Pereira Pinto" "7-23" "Artigos originais" "O impacto da crise econômica espanhola na mão de obra imigrante"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Elaine Meire Vilela, Daniela Portella Sampaio" "25-48" "Artigos originais" "Um olhar sobre as autorizações de permanência a estrangeiros no Brasil, entre 2005 e 2011"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Gabriel Escanés" "49-71" "Artigos originais" "Tendências da mortalidade por atropelamentos e colisões de trânsito na Argentina entre 2000-2002 e 2009-2011"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "María José Vilalta" "73-100" "Artigos originais" "Morte nos Andes: sociedade colonial e mortalidade nas fazendas andinas (Equador, 1743-1857)"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Rafael Henrique Moraes Pereira, Carlos Henrique Ribeiro de Carvalho, Pedro Herculano G. Ferreira de Souza, Ana Amelia Camarano" "101-120" "Artigos originais" "Envelhecimento populacional, gratuidades no transporte público e seus efeitos sobre as tarifas na Região Metropolitana de São Paulo"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Fernanda Fortes de Lena, Ana Maria Hermeto Camilo de Oliveira" "121-137" "Artigos originais" "Padrões de seletividade relacionados aos casais homossexuais e heterossexuais no Brasil"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Reinaldo Onofre dos Santos, Alisson Flávio Barbieri" "139-163" "Artigos originais" "Projeções populacionais em pequenas áreas: uma avaliação comparativa de técnicas de extrapolação matemática"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Pedro Herculano Guimarães Ferreira de Souza" "165-188" "Artigos originais" "A distribuição de renda nas pesquisas domiciliares brasileiras: harmonização e comparação entre Censos, PNADs e POFs"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Susana Villas-Boas, Albertina L. Oliveira, Natália Ramos, Inmaculada Montero" "189-197" "Notas de pesquisa" "Conhecimento da comunidade local para a elaboração e implementação de programas intergeracionais"
"https://rebep.org.br/revista/issue/view/57" "v. 32 n. 1 (2015)" "Ricardo Ojima" "199-202" "Resenha" "O futuro urbano nas economias emergentes"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Suzana Cavenaghi" "211-217" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Carlos Lobo, Ralfo Matos, Leandro Cardoso, Lídia Comini, Guilherme Pinto" "219-233" "Artigos originais" "Comutação ampliada na Região Metropolitana de Belo Horizonte: evidências à mobilidade pendular inversa"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Rodrigo Coelho de Carvalho, José Irineu Rangel Rigotti" "235-256" "Artigos originais" "As migrações nas cidades médias de Minas Gerais e seus impactos no crescimento e na composição por sexo e idade da população no período 1980-2010"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Ana Carolina Soares Bertho, Tirza Aidar" "257-276" "Artigos originais" "Mobilidade cotidiana e as taxas de vitimização por acidentes de trânsito: o que é possível enxergar a partir dos dados censitários?"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Laura Débora Acosta, Enrique Peláez" "277-292" "Artigos originais" "Mortalidade atribuível ao sobrepeso e à obesidade na Argentina: comparação entre 2005 e 2009"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Antonio Otaviano Vieira Junior, Roberta Sauaia Martins" "293-311" "Artigos originais" "Epidemia de sarampo e trabalho escravo no Grão-Pará (1748-1778)"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Lucilena Ferraz Castanheira Corrêa, João Policarpo Rodrigues Lima, Luís Henrique Romani de Campos" "313-333" "Artigos originais" "Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Mateus de Carvalho Reis Neves, Marcos Falcão Gonçalves, João Eustáquio de Lima" "335-356" "Artigos originais" "Mundos distintos e realidades semelhantes: empregabilidade dos jovens no Nordeste e Sudeste brasileiros"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Leonardo Freire de Mello, Douglas Sathler" "357-380" "Artigos originais" "A demografia ambiental e a emergência dos estudos sobre população e consumo"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Clovis Ultramari, Manoela Massuchetto Jazar" "381-386" "Ponto de Vista" "Sobre resenhas científicas"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Tania Di Giacomo do Lago" "387-394" "Notas de pesquisa" "Nascimentos não planejados no Brasil eram 46% em 2006. Diminuíram?"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "Raquel Zanatta Coutinho, Juliana Vasconcelos de Souza Barros, Angelita Alves de Carvalho" "395-407" "Notas de pesquisa" "30 anos de DHS: o que andamos pesquisando sobre fecundidade no Brasil"
"https://rebep.org.br/revista/issue/view/58" "v. 32 n. 2 (2015)" "César Marques, Ana Carolina Soares Bertho" "409-416" "Resenha" "O futuro da dinâmica demográfica: rupturas ou continuidades?"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Suzana Cavenaghi" "423-428" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Douglas Sathler, César Marques" "429-432" "Editorial" "Nota Editoral Temática - GT População, Espaço e Ambiente: 25 anos abrindo novas fronteiras do conhecimento"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "George Martine, José Eustáquio Diniz Alves" "433-460" "Artigos originais" "Economia, sociedade e meio ambiente no século 21: tripé ou trilema da sustentabilidade?"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Alisson F. Barbieri, Gilvan R. Guedes, Kenya Noronha, Bernardo L. Queiroz, Edson P. Domingues, José Irineu R. Rigotti, Glaucia P. da Motta, Flavia Chein, Francisco Cortezzi, Ulisses E. Confalonieri, Kenia de Souza" "461-488" "Artigos originais" "Transições populacionais e mudança de temperatura em Minas Gerais, Brasil: uma abordagem multidimensional"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Cristina Guimarães Rodrigues, Evangelina da Motta Pacheco Araújo Vormittag, Julia Affonso Cavalcante, Paulo Hilário Nascimento Saldiva" "489-510" "Artigos originais" "Projeção da mortalidade e internações hospitalares na rede pública de saúde atribuíveis à poluição atmosférica no Estado de São Paulo entre 2012 e 2030"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Glauco Umbelino, Clodoveu Davis Jr." "511-536" "Artigos originais" "Simulação da quantidade máxima de domicílios permitida por quadras em Belo Horizonte"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Luciana de Resende Londe, Victor Marchezini, Rodrigo Silva da Conceição, Katia Cristina Bortoletto, Ana Elisa Pereira Silva, Elisa Volker dos Santos, Regina Tortorella Reani" "537-562" "Artigos originais" "Impactos de desastres socioambientais em saúde pública: estudos dos casos dos Estados de Santa Catarina em 2008 e Pernambuco em 2010"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Álvaro de Oliveira D’Antona, Ricardo de Sampaio Dagnino, Maria do Carmo Dias Bueno" "563-585" "Artigos originais" "Distribuição da população e cobertura da terra: o lugar das Áreas Protegidas no Pará, Brasil em 2010"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "José Eustáquio Diniz Alves" "587-598" "Ponto de Vista" "Os 70 anos da ONU e a agenda global para o segundo quindênio (2015-2030) do século XXI"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Landy Sánchez Peña" "599-608" "Ponto de Vista" "Sustentabilidad y equidad: reflexiones en torno a la agenda latinoamericana post 2015"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Susana B. Adamo" "609-618" "Ponto de Vista" "About mitigation, adaptation and the UNFCCC’s 21st Conference of the Parties"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Douglas Sathler, Susana B. Adamo, Everton E. C. Lima" "619-630" "Notas de pesquisa" "Mudanças climáticas e mitigação no setor florestal: REDD+, políticas nacionais e desenvolvimento sustentável local na Amazônia Legal"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "George Martine" "631-638" "Resenha" "Reviving or interring global governance on sustainability? Sachs, the UN and the SDGs"
"https://rebep.org.br/revista/issue/view/59" "v. 32 n. 3 (2015)" "Ricardo Ojima" "639-643" "Divulgação de livros" "A experiência vivida junto ao livro Habitar em risco"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Suzana Cavenaghi" "3-8" "Editorial" "Transformações e descompassos"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Francismara Fernandes Guerra, Simone Wajnman, Cássio M. Turra" "9-30" "Artigos originais" "Disponibilidade de irmãos no Brasil: um estudo metodológico sobre relações de parentesco"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Thiago Dumont Oliveira, André Braz Golgher, Pedro Mendes Loureiro" "31-52" "Artigos originais" "Trajetórias de local de moradia, estudo e trabalho dos jovens brasileiros entre 2003 e 2011: uma análise de entropia"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Maira Covre-Sussai" "53-74" "Artigos originais" "Características socioeconômicas e culturais das uniões consensuais no Brasil"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Cristiane Silva Corrêa, Bernardo Lanza Queiroz, Dimitri Fazito" "75-98" "Artigos originais" "Relação entre tamanho e estrutura da rede de apoio e o tempo individual dedicado à atenção ao idoso na cidade de São Paulo, 2000"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "José Marcos Pinto da Cunha" "99-128" "Artigos originais" "Aglomerações urbanas e mobilidade populacional: o caso da Região Metropolitana de Campinas"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Gisele Maria Ribeiro de Almeida, Rosana Baeninger" "129-154" "Artigos originais" "A imigração brasileira na França: do tipo histórico às modalidades migratórias contemporâneas"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Mariana Vieira Martins de Matos, Pedro Luis do Nascimento Silva" "155-174" "Artigos originais" "Comparação de métodos para o tratamento das medidas antropométricas da POF 2008-2009"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Jean Agustin Velásquez Piñas, Osvaldo Jose Venturini, Electo Eduardo Silva Lora, Michele Aparecida de Oliveira, Orly Denisse Calle Roalcaba" "175-188" "Notas de pesquisa" "Aterros sanitários para geração de energia elétrica a partir da produção de biogás no Brasil: comparação dos modelos LandGEM (EPA) e Biogás (Cetesb)"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Suzana M. Cavenaghi, José Eustáquio Diniz Alves" "189-206" "Notas de pesquisa" "Qualidade das informações sobre fecundidade no Censo Demográfico de 2010"
"https://rebep.org.br/revista/issue/view/60" "v. 33 n. 1 (2016)" "Raquel Zanatta Coutinho" "207-214" "Resenha" "Uma agenda inacabada: monitorando os avanços e desafios dos direitos reprodutivos"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Suzana Cavenaghi" "223-230" "Editorial" "Dados e mais dados para “não deixar ninguém para trás”"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Ricardo Ventura Santos" "2311-235" "Editorial" "Prólogo ao dossiê “Demografia dos povos indígenas no Brasil: abordagens socioantropológicas”"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Marcelo Gomes Ribeiro" "237-256" "Artigos originais" "Estrutura social e desigualdade de renda: uma comparação entre os municípios metropolitanos e os não metropolitanos do Brasil entre 2000 e 2010"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Ansu Mancal, Patrícia Verônica Pinheiro Sales Lima, Ahmad Saeed Khan, Maria Irles de Oliveira Mayorga" "257-281" "Artigos originais" "À espera da seca que vem: capacidade adaptativa em comunidades rurais do semiárido"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Walcir Soares da Silva Junior, Flávio de Oliveira Gonçalves" "283-301" "Artigos originais" "Evidências da relação entre a frequência no ensino infantil e o desempenho dos alunos do ensino fundamental público no Brasil"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Alessandra Traldi Simoni, Ricardo de Sampaio Dagnino" "303-326" "Dossiê" "Dinâmica demográfica da população indígena em áreas urbanas: o caso da cidade de Altamira, Pará"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Luciene Guimarães de Souza, Silvia Angela Gugelmin, Barbara Coelho Barbosa da Cunha, Marina Atanaka" "327-347" "Dossiê" "Os indígenas Xavante no Censo Demográfico de 2010"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Marcio Silva" "349-373" "Dossiê" "Demografia e antropologia em contraponto: os Enawene-Nawe e suas derivas matrimoniais"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Luciene Aparecida Ferreira de Barros Longo, Luciane Ouriques Ferreira, Marta Maria do Amaral Azevedo" "375-398" "Dossiê" "Nupcialidade indígena: possibilidades e limitações de análise utilizando os dados do Censo Demográfico de 2010"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Laura L. Rodríguez Wong" "399-421" "Dossiê" "Tendências da fecundidade dos povos indígenas nos Censos Demográficos brasileiros de 1991 a 2010"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Nilza de Oliveira Martins Pereira" "423-430" "Notas de pesquisa" "Avanços na captação de dados sobre a população indígena no Censo Demográfico 2010"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Rosângela Morello" "431-439" "Ponto de Vista" "Censos nacionais e perspectivas políticas para as línguas brasileiras"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Marden Barbosa de Campos, Bárbara Roberto Estanislau" "441-449" "Ponto de Vista" "Demografia dos povos indígenas: os Censos Demográficos como ponto de vista"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Rosanna Dent" "451-455" "Resenha" "The Xavante in perspective: anthropology and history in the study of indigenous populations"
"https://rebep.org.br/revista/issue/view/62" "v. 33 n. 2 (2016)" "Santiago J. Molina" "457-460" "Resenha" "La construcción de poblaciones utilizando los censos de población en Latinoamérica"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Suzana Cavenaghi" "467-474" "Editorial" "O papel de editores de revistas de associações científicas"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Wanda Cabella, Ignacio Pardo" "475-493" "Artigos originais" "Chegou a hora de usar indicadores ajustados para estudar a fecundidade na América Latina?"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Sergio Almeida, Paula Pereda, Rafael Ferreira" "495-516" "Artigos originais" "Custos da ampliação da licença-paternidade no Brasil"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Luana Passos De Souza, Fábio Domingues Waltenberg" "517-539" "Artigos originais" "Bolsa Família e assimetrias de gênero: reforço ou mitigação?"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Pedro Henrique de Castro Simões, José Eustáquio Diniz Alves, Pedro Luis do Nascimento Silva" "541-566" "Artigos originais" "Transformações e tendências do mercado de trabalho no Brasil entre 2001 e 2015: paradoxo do baixo desemprego?"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Leonardo Gomes de Sousa, Dimitri Fazito" "567-590" "Artigos originais" "Um estudo sobre os aspectos da dinâmica migratória internacional entre a microrregião de Governador Valadares e os Estados Unidos, 2000-2010"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Cristiano Sathler dos Reis, Kenya Noronha, Simone Wajnman" "591-612" "Artigos originais" "Envelhecimento populacional e gastos com internação do SUS: uma análise realizada para o Brasil entre 2000 e 2010"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Angela Segura Cardona, Maria Garzón Duque, Doris Cardona Arango, Alejandra Segura Cardona" "613-628" "Artigos originais" "Risco de comprometimento cognitivo em pessoas idosas nas sub-regiões de Antioquia, Colômbia"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Marcos Roberto Gonzaga, Carl Paul Schmertmann" "629-652" "Artigos originais" "Estimativa de taxas de mortalidade por idade e sexo para pequenas áreas com regressão de TOPALS: uma aplicação para o Brasil em 2010"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Mário Moreira Carvalho de Oliveira, Milton Ramos Ramirez, Ricardo Milton Frischtak, Rafael Brandão de Rezende Borges, Bruno Costa, Ricardo Cunha Pedroso" "653-677" "Artigos originais" "Tábuas de mortalidade para a população brasileira de segurados"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Luciano Tavares Duarte, Denise Britz do Nascimento Silva, Jose Andre de Moura Brito" "679-701" "Artigos originais" "Análise de paradados do Censo Demográfico 2010: uma investigação de fatores associados a erros não amostrais do levantamento de dados"
"https://rebep.org.br/revista/issue/view/63" "v. 33 n. 3 (2016)" "Maria Carolina Tomas" "703-710" "Resenha" "Relações Raciais nas Famílias Brasileiras"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Simone Wajnman" "3-4" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Gisela P. Zapata, Gilvan Guedes" "5-13" "Editorial" "Nota Editorial Temática"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "João Carlos Jarochinski Silva, Lucia Maria Machado Bógus, Stéfanie Angélica Gimenez Jarochinski Silva" "15-30" "Artigos originais" "Os fluxos migratórios mistos e os entraves à proteção aos refugiados"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Laís Gonzales de Oliveira" "31-54" "Artigos originais" "Barreiras fronteiriças contra o princípio de non-refoulement: a inacessibilidade do território e da determinação do status de refugiado"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Cedric Audebert" "55-71" "Artigos originais" "A geodinâmica recente da migração haitiana nas Américas: refugiados ou migrantes econômicos?"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Catarina Reis Oliveira, João Peixoto, Pedro Góis" "73-98" "Artigos originais" "A nova crise dos refugiados na Europa: o modelo de repulsão-atração revisitado e os desafios para as políticas migratórias"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Sidney Antonio da Silva" "99-117" "Artigos originais" "Imigração e redes de acolhimento: o caso dos haitianos no Brasil"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Rosana Baeninger, Roberta Peres" "119-143" "Artigos originais" "Migração de Crise: a migração haitiana para o Brasil"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Duval Fernandes, Andressa Virgínia de Faria" "145-161" "Artigos originais" "O visto humanitário como resposta ao pedido de refúgio dos haitianos"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Rosana Baeninger" "181-184" "Resenha" "Desafios teórico-metodológicos para a interpretação da migração internacional na sociedade contemporânea"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Maria Silvia Casagrande Beozzo Bassanezi" "185-191" "Resenha" "Identidades em construção"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Daniela Florêncio Silva" "163-170" "Ponto de Vista" "O fenômeno dos refugiados no mundo e o atual cenário complexo das migrações forçadas"
"https://rebep.org.br/revista/issue/view/65" "v. 34 n. 1 (2017)" "Antonio Tadeu Ribeiro de Oliveira" "171-179" "Ponto de Vista" "Nova lei brasileira de migração: avanços, desafios e ameaças"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Massimo Livi Bacci" "199-221" "Artigos originais" "O melting pot venezuelano: 1500-1800"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Maísa Faleiros Cunha" "223-242" "Artigos originais" "Casamentos mistos: entre a escravidão e a liberdade Franca-São Paulo/Brasil, século XIX"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Álvaro de Oliveira D'Antona" "243-270" "Artigos originais" "Do mito malthusiano ao das relações recíprocas – a constituição interdisciplinar do campo de População e Ambiente"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Gilvan Ramalho Guedes, Alisson Barbieri, Reinaldo Santos, Vanessa Ferreira" "271-299" "Artigos originais" "Composição demográfica domiciliar e dinâmica do uso do solo em Machadinho d’Oeste, Rondônia: evidências baseadas nos estágios iniciais da fronteira"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Roberta Guerra Rosemback, José Irineu Rangel Rigotti, Flávia da Fonseca Feitosa, Antônio Miguel Vieira Monteiro" "301-320" "Artigos originais" "Demografia, planejamento territorial e a questão habitacional: prognóstico da situação habitacional do Litoral Norte Paulista"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Carlos Lobo, Leandro Cardoso, Ivânia Linhares de Almeida, Ricardo Alexandrino Garcia" "321-339" "Artigos originais" "Mobilidade pendular e a integração metropolitana: uma proposta metodológica para os municípios da Região Metropolitana de Belo Horizonte/MG – 2010"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Luiz Carlos Day Gama, Ana Maria Hermeto" "341-366" "Artigos originais" "Diferencial de ganhos entre migrantes e não migrantes em Minas Gerais"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Jorge Mora-Rivera, Marlen Martínez Domínguez, José Luis Jaramillo Villanueva, María de los Ángeles Chávez Alvarado" "367-389" "Artigos originais" "Participação no setor não agrícola no México rural: uma perspectiva de gênero"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Lara de Melo Barbosa, Kenya Noronha, Maria Helena Constantino Spyrides, Cristiane Alessandra Domingos de Araújo" "391-414" "Artigos originais" "Qualidade de vida relacionada à saúde dos cuidadores formais de idosos institucionalizados em Natal, Rio Grande do Norte"
"https://rebep.org.br/revista/issue/view/67" "v. 34 n. 2 (2017)" "Lúcia Helena Pereira da Silva" "415-425" "Notas de pesquisa" "Baixada Fluminense como vazio demográfico? População e território no antigo município de Iguaçu (1890/1910)"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Simone Wajnman" "431-432" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Ana Silvia Volpi Scott, Paulo Teodoro de Matos" "433-438" "Editorial" "Nota Editorial Temática"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "André Augusto da Fonseca" "439-464" "Artigos originais" "Os mapas da população no Estado do Grão Pará: consolidação de uma população colonial na segunda metade do século XVIII"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Antonia da Silva Mota, Maísa Faleiros da Cunha" "465-484" "Artigos originais" "No âmago da africanização: pessoas negras e de cor nos mapas populacionais do Maranhão colonial (1798-1821)"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Dayane Julia Carvalho Dias, Carmen Margarida Oliveira Alveal" "485-507" "Artigos originais" "Um estudo preliminar da demografia do Rio Grande do Norte colonial: fontes, métodos e resultados"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Luciana Conceição de Lima, Dayane Julia Carvalho Dias, Luana Junqueira Dias Myrrha" "509-527" "Artigos originais" "Estimativas de mortalidade para o Rio Grande do Norte em um contexto de pré-transição demográfica"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Roberta Giannubilo Stumpf" "529-548" "Artigos originais" "Minas contada em números – A capitania de Minas Gerais e as fontes demográficas (1776-1821)"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Carlos de Almeida Prado Bacellar" "549-565" "Artigos originais" "As famílias de povoadores em áreas de fronteira da Capitania de São Paulo na segunda metade do século XVIII"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Paulo Eduardo Teixeira" "567-591" "Artigos originais" "Campinas, uma vila colonial (1774-1822)"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Luciano Costa Gomes" "593-615" "Artigos originais" "Livres, libertos e escravos na história da população de Santa Catarina, 1787-1836"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Dario Scott" "617-633" "Artigos originais" "A população do Rio Grande de São Pedro pelos mapas populacionais de 1780 a 1810"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Paulo Teodoro Matos" "635-648" "Notas de pesquisa" "Imaginar, contar e descrever as populações coloniais portuguesas, 1776-1875: notas de uma pesquisa em curso"
"https://rebep.org.br/revista/issue/view/68" "v. 34 n. 3 (2017)" "Sérgio Odilon Nadalin, Dario Scott" "649-657" "Notas de pesquisa" "Além do Centro-Sul: por uma história da população colonial nos extremos dos domínios portugueses na América (projeto integrado)"
